Breed,Sterilized,Dewormed,Vaccinated,Health Status,Fur Length,Maturity Size,Gender,Type,Adopted,Age Bins,Videos,Photos,AdoptionSpeed,Primary Color,Secondary Color,Tertiary Color
Domestic Short Hair,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,1,3,Black,,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Large,Male,Dog,No,"[24,60]",0,1,4,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Small,Female,Dog,Yes,"[0,2]",0,4,2,Black,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,3,1,Yellow,White,
Domestic Long Hair,No,Yes,Not Sure,Healthy,Long,Large,Male,Cat,Yes,"[24,60]",0,4,1,Black,Brown,Golden
Domestic Medium Hair,Yes,Yes,Yes,Healthy,Medium,Small,Female,Cat,Yes,"[3,6]",0,3,1,Black,Golden,White
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,No,"[0,2]",0,4,4,Black,White,
Poodle,Yes,Yes,Yes,Healthy,Small,Small,Male,Dog,Yes,"[24,60]",0,1,2,Brown,,
Golden Retriever,Not Sure,Not Sure,Not Sure,Healthy,Medium,Large,Male,Dog,Yes,"[24,60]",0,4,1,Brown,,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[0,2]",0,3,1,Black,Brown,Gray
Tabby,Yes,Not Sure,Not Sure,Healthy,Small,Large,Female,Cat,Yes,"[6,12]",0,5,2,Golden,Yellow,White
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,4,1,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,No,"[3,6]",0,3,4,Golden,White,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,1,4,Black,Yellow,White
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,5,3,Black,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,22,3,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,No,"[0,2]",0,1,4,Yellow,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,1,4,Brown,,
Domestic Short Hair,Yes,Yes,No,Healthy,Small,Small,Female,Cat,No,"[24,60]",0,4,4,Black,Gray,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,2,1,Brown,White,
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,5,1,White,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[24,60]",0,5,4,Black,Brown,Cream
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,4,3,Golden,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,1,2,White,,
Tuxedo,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[6,12]",0,1,2,Black,Brown,
Domestic Long Hair,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Cat,No,"[12,24]",0,3,4,Black,Brown,Golden
Mixed Breed,No,Yes,Yes,Healthy,Small,Large,Male,Dog,No,"[3,6]",0,3,4,Black,,
Mixed Breed,No,Not Sure,Not Sure,Healthy,Small,Medium,Male,Dog,Yes,"[12,24]",0,7,2,White,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[12,24]",0,1,0,Brown,,
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Female,Cat,Yes,"[0,2]",0,12,1,White,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,6,3,Black,Brown,White
Poodle,Yes,Yes,Yes,Healthy,Long,Small,Female,Dog,Yes,"[60,255]",0,3,2,White,,
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Large,Female,Cat,Yes,"[12,24]",0,2,3,Brown,Cream,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,No,"[3,6]",0,5,4,Black,White,
Domestic Short Hair,Yes,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,3,3,Black,Brown,Golden
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,2,3,White,,
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,5,1,Black,Brown,
Mixed Breed,No,No,No,Healthy,Small,Small,Mixed,Dog,No,"[0,2]",0,2,4,Brown,White,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,2,4,Black,Brown,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,No,"[6,12]",0,3,4,White,,
Domestic Long Hair,Not Sure,No,No,Healthy,Long,Large,Male,Cat,Yes,"[6,12]",0,3,1,White,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,2,2,Black,Brown,White
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,4,2,Black,Brown,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Female,Dog,No,"[3,6]",0,5,4,Black,White,
Domestic Medium Hair,Yes,Yes,No,Healthy,Medium,Large,Female,Cat,Yes,"[3,6]",0,2,3,Black,Golden,Gray
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[6,12]",0,6,3,Black,Cream,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,5,1,Black,Brown,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,3,1,Black,Brown,Cream
Tortoiseshell,No,No,No,Healthy,Medium,Small,Male,Cat,Yes,"[0,2]",0,10,2,Black,Brown,Yellow
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,2,Black,Brown,White
Calico,No,No,No,Healthy,Medium,Medium,Male,Cat,Yes,"[6,12]",0,1,3,Black,Brown,Gray
Tabby,No,No,No,Healthy,Small,Medium,Male,Cat,No,"[12,24]",0,4,4,Black,White,
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,5,2,Brown,,
Domestic Long Hair,No,No,No,Healthy,Long,Small,Mixed,Cat,Yes,"[0,2]",0,1,3,Black,White,
Domestic Medium Hair,Yes,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",0,5,2,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,5,3,Black,Gray,White
Staffordshire Bull Terrier,Yes,Yes,Yes,Healthy,Small,Large,Female,Dog,No,"[60,255]",0,2,4,Brown,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[12,24]",0,2,1,Black,Golden,
Mixed Breed,No,Not Sure,Not Sure,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,2,3,Black,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,29,3,Black,Brown,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[12,24]",0,8,4,Black,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[24,60]",0,5,4,Gray,,
Siamese,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,6,1,Brown,Cream,
Domestic Medium Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Mixed,Cat,No,"[0,2]",0,4,4,Black,Gray,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,3,2,Brown,Gray,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,No,"[3,6]",0,1,4,Brown,Golden,Yellow
Miniature Pinscher,No,Yes,Not Sure,Healthy,Small,Small,Male,Dog,Yes,"[0,2]",0,6,3,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Large,Male,Cat,No,"[24,60]",0,4,4,Golden,White,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Female,Cat,Yes,"[0,2]",0,4,1,Brown,Yellow,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,4,1,Brown,Golden,White
Labrador Retriever,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,1,2,Brown,White,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,3,3,Brown,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,6,1,Black,White,
Tabby,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,3,1,Black,White,
German Shepherd Dog,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,2,2,Black,Brown,
Siamese,No,No,No,Healthy,Medium,Medium,Female,Cat,Yes,"[0,2]",0,1,2,Gray,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Large,Female,Cat,No,"[3,6]",0,2,4,Yellow,Gray,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,5,2,Black,Brown,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,5,2,Black,Brown,White
German Shepherd Dog,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[6,12]",0,5,2,Black,Yellow,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,2,1,Brown,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[6,12]",0,1,3,Black,Brown,
Bengal,No,No,No,Healthy,Small,Small,Male,Cat,No,"[0,2]",0,2,4,Gray,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,2,3,White,,
Mixed Breed,No,No,No,Healthy,Small,Small,Mixed,Dog,No,"[0,2]",0,4,4,Black,Golden,Yellow
Mixed Breed,Yes,Yes,Not Sure,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,3,4,Brown,Golden,Cream
Mixed Breed,Not Sure,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[3,6]",0,3,4,Black,Brown,
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Medium,Female,Cat,No,"[6,12]",0,3,4,Black,Gray,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,No,"[0,2]",0,4,4,Yellow,Gray,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,No,"[12,24]",0,3,4,Yellow,Gray,White
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[12,24]",0,3,4,Brown,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Small,Male,Dog,No,"[0,2]",0,1,4,Black,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,4,3,Black,Yellow,White
Mixed Breed,Not Sure,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,3,4,Black,Brown,
Tabby,Yes,No,No,Healthy,Small,Medium,Male,Cat,No,"[12,24]",0,1,4,Brown,Gray,
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",0,1,2,White,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Large,Female,Cat,Yes,"[24,60]",0,5,2,Black,White,
Tabby,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[12,24]",0,3,2,Gray,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Large,Male,Cat,Yes,"[12,24]",0,2,2,White,,
Rottweiler,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,2,1,Black,Brown,
Mixed Breed,No,No,Yes,Healthy,Medium,Medium,Male,Dog,No,"[0,2]",0,3,4,Black,Brown,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,8,2,Yellow,White,
Mixed Breed,Yes,Yes,Yes,Minor Injury,Small,Medium,Male,Dog,Yes,"[6,12]",0,1,3,Black,White,
Poodle,No,Yes,Yes,Healthy,Long,Small,Male,Dog,Yes,"[12,24]",0,4,0,Golden,,
Spitz,Not Sure,Not Sure,Not Sure,Healthy,Long,Small,Female,Dog,Yes,"[12,24]",0,4,1,White,,
Mixed Breed,No,Not Sure,Not Sure,Healthy,Small,Small,Female,Dog,No,"[0,2]",0,4,4,Black,Brown,
American Shorthair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,1,1,Brown,Golden,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Male,Dog,No,"[0,2]",0,2,4,Black,Brown,
Persian,No,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[6,12]",0,2,2,Black,Golden,Yellow
Domestic Short Hair,Yes,Not Sure,No,Healthy,Medium,Medium,Female,Cat,No,"[6,12]",0,2,4,Golden,Gray,White
Shih Tzu,Yes,Yes,Yes,Healthy,Long,Small,Female,Dog,Yes,"[24,60]",0,1,2,Brown,White,
Siamese,No,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,4,3,Gray,,
Manx,No,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",0,4,2,Gray,,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,No,"[6,12]",0,3,4,Brown,,
English Cocker Spaniel,Yes,Yes,Yes,Healthy,Medium,Small,Female,Dog,Yes,"[24,60]",0,10,1,Brown,,
Domestic Short Hair,No,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",0,5,1,Golden,White,
Mixed Breed,Yes,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,3,Cream,,
Domestic Medium Hair,Yes,Yes,No,Minor Injury,Medium,Medium,Male,Cat,Yes,"[6,12]",0,5,2,Black,Brown,Gray
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,9,3,Golden,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[24,60]",0,2,2,Cream,White,
Mixed Breed,No,No,No,Healthy,Medium,Small,Male,Dog,Yes,"[0,2]",1,5,1,Brown,Golden,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[12,24]",0,1,4,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[6,12]",0,4,4,Black,Brown,
German Pinscher,Not Sure,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[24,60]",0,2,4,Black,Brown,
Terrier,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,1,Black,Brown,Cream
Domestic Short Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Mixed,Cat,Yes,"[24,60]",0,1,1,Black,Gray,White
Domestic Short Hair,Yes,Yes,No,Healthy,Small,Medium,Female,Cat,No,"[3,6]",0,4,4,Yellow,,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[12,24]",0,2,4,Golden,Cream,White
Beagle,Not Sure,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[6,12]",0,2,0,Black,Brown,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,5,2,Black,Brown,White
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,1,3,Black,White,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,4,1,Black,Brown,White
Beagle,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[24,60]",0,11,4,Black,Brown,White
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Small,Female,Dog,No,"[60,255]",0,2,4,Black,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,6,3,Black,White,
Persian,Yes,Yes,Yes,Healthy,Medium,Small,Female,Cat,Yes,"[12,24]",0,5,1,Black,Brown,Golden
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,7,2,Yellow,White,
Domestic Medium Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,14,3,Golden,,
Domestic Short Hair,Yes,Yes,Not Sure,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,4,0,Black,Golden,Gray
Mixed Breed,Not Sure,Yes,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,2,2,Black,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,14,3,Black,Brown,White
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,3,4,Brown,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",1,5,2,Cream,White,
Miniature Pinscher,No,Yes,Yes,Minor Injury,Small,Small,Female,Dog,Yes,"[60,255]",0,3,1,Black,,
Domestic Short Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,4,1,Gray,,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,1,Black,Brown,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[6,12]",0,3,4,Black,,
Domestic Medium Hair,No,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[3,6]",0,2,2,Black,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[12,24]",0,5,3,Black,Golden,White
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,No,"[3,6]",0,0,4,Black,Gray,White
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,2,2,Brown,,
Terrier,No,Yes,No,Healthy,Medium,Medium,Male,Dog,Yes,"[6,12]",0,3,3,Brown,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,1,2,Brown,Golden,Cream
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,1,2,Black,Brown,
Tabby,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,6,1,Black,Brown,Gray
Mixed Breed,Yes,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[24,60]",0,5,2,Cream,,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,26,2,Black,White,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,2,0,Gray,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[12,24]",0,5,4,Brown,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[6,12]",0,3,2,Brown,,
Mixed Breed,No,No,Yes,Healthy,Medium,Medium,Female,Dog,No,"[0,2]",0,1,4,Brown,Cream,White
Golden Retriever,No,Not Sure,Not Sure,Healthy,Long,Medium,Male,Dog,Yes,"[24,60]",0,3,3,Golden,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,1,2,Black,Brown,White
Bengal,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,3,1,Black,Yellow,White
Siamese,Yes,Yes,Yes,Healthy,Small,Large,Female,Cat,Yes,"[24,60]",0,2,1,Yellow,Gray,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,3,1,Brown,,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Female,Cat,Yes,"[0,2]",0,5,2,Black,,
German Shepherd Dog,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[24,60]",0,1,3,Black,,
Oriental Long Hair,No,No,No,Healthy,Long,Small,Mixed,Cat,Yes,"[0,2]",0,4,0,Black,Yellow,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,2,2,Brown,White,
Tabby,No,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[3,6]",0,5,3,Golden,,
Basset Hound,Not Sure,Yes,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[24,60]",0,1,1,Brown,Cream,
Domestic Short Hair,No,Yes,No,Healthy,Small,Large,Female,Cat,Yes,"[0,2]",0,1,2,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,7,2,Black,Yellow,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Mixed,Dog,Yes,"[60,255]",0,3,3,Black,Brown,
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,1,2,Black,White,
Domestic Medium Hair,No,Yes,Not Sure,Healthy,Medium,Small,Female,Cat,Yes,"[0,2]",0,7,2,Brown,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,4,2,Black,Brown,
Tiger,No,Yes,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,5,1,Black,Gray,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[24,60]",0,1,4,Brown,Cream,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,2,Brown,White,
Domestic Short Hair,No,Not Sure,Not Sure,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,4,3,Black,White,
Domestic Medium Hair,Yes,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[12,24]",0,3,1,Yellow,White,
Tabby,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,No,"[6,12]",0,2,4,Brown,Golden,Yellow
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Mixed,Dog,Yes,"[3,6]",0,1,3,Black,Cream,White
Domestic Short Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Cat,No,"[12,24]",0,3,4,Black,Gray,
American Shorthair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,1,2,Brown,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,2,4,Brown,Cream,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,17,2,Black,Gray,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Small,Female,Dog,No,"[24,60]",0,2,4,Black,,
Shepherd,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,24,1,Brown,Yellow,White
Labrador Retriever,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,5,0,Black,White,
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,No,"[3,6]",0,3,4,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,No,"[0,2]",0,0,4,Black,Yellow,White
Poodle,No,Yes,Yes,Minor Injury,Medium,Medium,Female,Dog,Yes,"[12,24]",0,0,0,Cream,,
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Small,Female,Cat,Yes,"[0,2]",0,4,1,Black,Golden,White
Mixed Breed,Not Sure,Yes,Yes,Healthy,Medium,Small,Female,Dog,Yes,"[12,24]",0,1,3,Black,Brown,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,1,3,Brown,,
Domestic Short Hair,No,No,No,Healthy,Medium,Small,Male,Cat,Yes,"[0,2]",0,3,2,Golden,Yellow,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,2,1,Brown,White,
German Shepherd Dog,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[24,60]",0,2,4,Black,Brown,Cream
Mixed Breed,No,Yes,No,Minor Injury,Small,Medium,Female,Dog,Yes,"[0,2]",0,10,1,Black,Brown,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[3,6]",0,6,1,Black,Yellow,Gray
Mixed Breed,No,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Dog,No,"[0,2]",0,1,4,Black,Brown,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,3,3,Black,White,
Domestic Short Hair,No,No,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,4,1,Black,Gray,
Mixed Breed,No,No,No,Minor Injury,Medium,Medium,Mixed,Dog,No,"[0,2]",0,6,4,Black,Brown,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[24,60]",0,2,4,Brown,,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[12,24]",0,3,1,Black,Brown,White
Beagle,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[60,255]",0,1,3,Golden,Cream,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,4,4,Brown,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Mixed,Cat,Yes,"[3,6]",0,3,1,Black,Yellow,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Serious Injury,Medium,Medium,Male,Dog,No,"[12,24]",0,3,4,Black,Brown,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Large,Female,Dog,No,"[6,12]",0,6,4,Brown,Golden,
Tabby,No,No,No,Healthy,Medium,Small,Male,Cat,Yes,"[0,2]",0,4,2,Black,Brown,
Domestic Short Hair,No,Yes,Not Sure,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,5,3,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,1,2,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,5,1,Black,Cream,Gray
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,5,3,Golden,Yellow,Gray
Poodle,No,Yes,Not Sure,Healthy,Medium,Small,Female,Dog,Yes,"[24,60]",0,5,3,Black,White,
Domestic Medium Hair,No,No,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,4,2,Golden,Gray,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[60,255]",0,2,2,Black,Brown,White
Domestic Long Hair,No,No,No,Healthy,Small,Large,Male,Cat,Yes,"[0,2]",0,4,3,Brown,Golden,White
Domestic Short Hair,No,No,No,Healthy,Medium,Small,Female,Cat,No,"[0,2]",0,1,4,Brown,,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Dog,No,"[12,24]",0,7,4,Brown,Yellow,
